timeStamp,demand
2012-01-01 00:00:00,4400.648393025945
2012-01-01 01:00:00,4177.679867464742
2012-01-01 02:00:00,2267.7400648191738
2012-01-01 03:00:00,3939.516162841569
2012-01-01 04:00:00,5203.904675818705
2012-01-01 05:00:00,2660.4039973244
2012-01-01 06:00:00,5653.199080776569
2012-01-01 07:00:00,4967.950946372901
2012-01-01 08:00:00,3550.7163239301926
2012-01-01 09:00:00,4484.8992867358065
2012-01-01 10:00:00,6872.377937414994
2012-01-01 11:00:00,5911.2152208185535
2012-01-01 12:00:00,5092.127814766775
2012-01-01 13:00:00,4836.084353385483
2012-01-01 14:00:00,5239.6543077256665
2012-01-01 15:00:00,4516.7582626249805
2012-01-01 16:00:00,2684.64020602044
2012-01-01 17:00:00,8251.189247840597
2012-01-01 18:00:00,5896.677746824378
2012-01-01 19:00:00,6129.003812257693
2012-01-01 20:00:00,5482.037974548969
2012-01-01 21:00:00,4531.697064574733
2012-01-01 22:00:00,5034.15645820591
2012-01-01 23:00:00,2946.6627606018906
2012-01-02 00:00:00,7561.789652153237
2012-01-02 01:00:00,2885.6245245173936
2012-01-02 02:00:00,2976.725133231244
2012-01-02 03:00:00,3640.145519366575
2012-01-02 04:00:00,5815.334155365026
2012-01-02 05:00:00,4322.681124727491
2012-01-02 06:00:00,2967.2673718616006
2012-01-02 07:00:00,6337.393047850886
2012-01-02 08:00:00,5926.688247271722
2012-01-02 09:00:00,5953.431133034908
2012-01-02 10:00:00,6396.547606815355
2012-01-02 11:00:00,8647.563221034969
2012-01-02 12:00:00,8447.847560012313
2012-01-02 13:00:00,4812.815782376137
2012-01-02 14:00:00,7761.563361560226
2012-01-02 15:00:00,6251.227158694122
2012-01-02 16:00:00,6598.493260294695
2012-01-02 17:00:00,4171.10015783812
2012-01-02 18:00:00,6105.342107343622
2012-01-02 19:00:00,5220.452081142473
2012-01-02 20:00:00,7138.349082070738
2012-01-02 21:00:00,7271.327787691265
2012-01-02 22:00:00,2982.6799158217614
2012-01-02 23:00:00,5189.484526555989
2012-01-03 00:00:00,6280.261099631603
2012-01-03 01:00:00,4390.500622740101
2012-01-03 02:00:00,5412.3343286308955
2012-01-03 03:00:00,4873.383630055431
2012-01-03 04:00:00,4910.641660838015
2012-01-03 05:00:00,4392.3771586082785
2012-01-03 06:00:00,3779.9411511247727
2012-01-03 07:00:00,4500.358689564248
2012-01-03 08:00:00,7183.562740822099
2012-01-03 09:00:00,6561.051226125057
2012-01-03 10:00:00,6476.521953697832
2012-01-03 11:00:00,6200.483242495299
