datetime,Montreal
2012-10-01 12:00:00,334.9934886693911
2012-10-01 16:00:00,260.0147310631638
2012-10-01 20:00:00,283.4504711027043
2012-10-02 00:00:00,267.1694308263184
2012-10-02 04:00:00,285.6056043492422
2012-10-02 08:00:00,237.5909486398663
2012-10-02 12:00:00,324.11990376196525
2012-10-02 16:00:00,289.2812687953712
2012-10-02 20:00:00,311.38353405304383
2012-10-03 00:00:00,280.852254147604
2012-10-03 04:00:00,290.0909385512533
2012-10-03 08:00:00,312.74895552882487
2012-10-03 12:00:00,289.15279741185066
2012-10-03 16:00:00,294.67849415425445
2012-10-03 20:00:00,271.6142787643278
2012-10-04 00:00:00,273.693169033463
2012-10-04 04:00:00,258.33130820871236
2012-10-04 08:00:00,264.5590352366789
2012-10-04 12:00:00,316.5499647288429
2012-10-04 16:00:00,335.38344973285405
2012-10-04 20:00:00,260.77436254661563
2012-10-05 00:00:00,300.6464276715335
2012-10-05 04:00:00,281.2785734638635
2012-10-05 08:00:00,320.69833381451264
2012-10-05 12:00:00,288.5675905421379
2012-10-05 16:00:00,286.3547157370191
2012-10-05 20:00:00,269.1944368511005
2012-10-06 00:00:00,248.61280010240466
2012-10-06 04:00:00,306.19672094772346
2012-10-06 08:00:00,295.1803149333874
2012-10-06 12:00:00,298.0236221417832
2012-10-06 16:00:00,276.7928393147067
2012-10-06 20:00:00,289.2109027252538
2012-10-07 00:00:00,310.9461275046481
2012-10-07 04:00:00,313.70995457030966
2012-10-07 08:00:00,255.50265058813136
2012-10-07 12:00:00,266.4332573597332
2012-10-07 16:00:00,249.11463986303798
2012-10-07 20:00:00,290.65311558317177
2012-10-08 00:00:00,304.7089348623834
2012-10-08 04:00:00,274.21886903446904
2012-10-08 08:00:00,262.23452379355047
2012-10-08 12:00:00,270.91996143333694
2012-10-08 16:00:00,340.640412155857
2012-10-08 20:00:00,312.77536649772037
2012-10-09 00:00:00,298.63211702847457
2012-10-09 04:00:00,287.20487262194257
2012-10-09 08:00:00,275.37994368080047
2012-10-09 12:00:00,255.08605979892735
2012-10-09 16:00:00,257.2986091390985
2012-10-09 20:00:00,270.25949707757997
2012-10-10 00:00:00,256.4167434900173
2012-10-10 04:00:00,262.4671807027568
2012-10-10 08:00:00,275.0404560218603
2012-10-10 12:00:00,279.21194250739785
2012-10-10 16:00:00,271.5764738170652
2012-10-10 20:00:00,300.2755536459595
2012-10-11 00:00:00,281.6522974725656
2012-10-11 04:00:00,290.35182337787063
2012-10-11 08:00:00,264.66143137281534
2012-10-11 12:00:00,302.20195436228244
2012-10-11 16:00:00,271.4300551720057
2012-10-11 20:00:00,324.53821187348075
2012-10-12 00:00:00,274.9333809126239
2012-10-12 04:00:00,277.5441052773481
2012-10-12 08:00:00,293.50801081944735
2012-10-12 12:00:00,299.80808607192546
2012-10-12 16:00:00,305.0220240532394
2012-10-12 20:00:00,327.1689792845429
2012-10-13 00:00:00,298.3160826903262
2012-10-13 04:00:00,279.3023481466417
2012-10-13 08:00:00,265.54068003122995
2012-10-13 12:00:00,274.26583091357094
2012-10-13 16:00:00,316.4774143129535
2012-10-13 20:00:00,243.89041577076534
2012-10-14 00:00:00,255.0746121110696
2012-10-14 04:00:00,268.25921236024413
2012-10-14 08:00:00,251.45534108533894
2012-10-14 12:00:00,264.5769452062926
2012-10-14 16:00:00,326.98629719687295
2012-10-14 20:00:00,274.73211976837115
2012-10-15 00:00:00,291.02531239806314
2012-10-15 04:00:00,236.6848018066927
2012-10-15 08:00:00,249.89507804413032
2012-10-15 12:00:00,301.89333355492715
2012-10-15 16:00:00,321.3221605431633
2012-10-15 20:00:00,285.86667308222934
2012-10-16 00:00:00,273.65559425377614
2012-10-16 04:00:00,293.8132191084936
2012-10-16 08:00:00,217.2393351193695
2012-10-16 12:00:00,292.65286141636426
2012-10-16 16:00:00,263.2949629854957
2012-10-16 20:00:00,308.77703784782034
2012-10-17 00:00:00,230.49104677396238
2012-10-17 04:00:00,267.1706527576677
2012-10-17 08:00:00,278.79071676506055
2012-10-17 12:00:00,260.1118598436045
2012-10-17 16:00:00,271.7481051092505
2012-10-17 20:00:00,304.056232727351
2012-10-18 00:00:00,277.3896779412053
2012-10-18 04:00:00,251.9394873678453
2012-10-18 08:00:00,298.5196653240323
2012-10-18 12:00:00,283.8869567909666
2012-10-18 16:00:00,291.402072642495
2012-10-18 20:00:00,263.0357725312461
2012-10-19 00:00:00,219.58847428952942
2012-10-19 04:00:00,259.6136428145612
2012-10-19 08:00:00,256.02807475102384
2012-10-19 12:00:00,267.7544267350478
2012-10-19 16:00:00,269.18069829307757
2012-10-19 20:00:00,294.0859045359609
2012-10-20 00:00:00,309.0720010534906
2012-10-20 04:00:00,311.9273919267628
2012-10-20 08:00:00,304.9976526386134
2012-10-20 12:00:00,261.39981381403487
2012-10-20 16:00:00,286.9770450657767
2012-10-20 20:00:00,324.9233271265964
2012-10-21 00:00:00,245.98762677524525
2012-10-21 04:00:00,319.3297718876015
