datetime,Montreal
2012-10-01 12:00:00,273.0716732202408
2012-10-01 16:00:00,252.1696563537152
2012-10-01 20:00:00,279.0560363184031
2012-10-02 00:00:00,272.0056449054286
2012-10-02 04:00:00,291.70404824144697
2012-10-02 08:00:00,276.74640428386135
2012-10-02 12:00:00,301.46114368467283
2012-10-02 16:00:00,294.5020113705819
2012-10-02 20:00:00,330.99917712701586
2012-10-03 00:00:00,268.7901007964004
2012-10-03 04:00:00,344.91385002434555
2012-10-03 08:00:00,320.1369291011093
2012-10-03 12:00:00,335.6387418290516
2012-10-03 16:00:00,298.93163278685796
2012-10-03 20:00:00,282.13554662773583
2012-10-04 00:00:00,269.1003658187988
2012-10-04 04:00:00,342.46417339455235
2012-10-04 08:00:00,319.82728408243986
2012-10-04 12:00:00,251.35580221130377
2012-10-04 16:00:00,322.69514700511667
2012-10-04 20:00:00,264.4617407566082
2012-10-05 00:00:00,301.581263745624
2012-10-05 04:00:00,316.9211843213154
2012-10-05 08:00:00,334.4385653770151
2012-10-05 12:00:00,293.1359240503141
2012-10-05 16:00:00,282.05465458417325
2012-10-05 20:00:00,289.3805918565935
2012-10-06 00:00:00,322.8212090440721
2012-10-06 04:00:00,313.48726597683867
2012-10-06 08:00:00,285.76669408021695
2012-10-06 12:00:00,226.134509749779
2012-10-06 16:00:00,210.31120899983299
2012-10-06 20:00:00,300.4195357227326
2012-10-07 00:00:00,251.51215734292308
2012-10-07 04:00:00,271.327767439036
2012-10-07 08:00:00,277.5041701628988
2012-10-07 12:00:00,351.8889046768424
2012-10-07 16:00:00,288.1260442980296
2012-10-07 20:00:00,309.7112242521614
2012-10-08 00:00:00,299.3934827085756
2012-10-08 04:00:00,200.10526313579356
2012-10-08 08:00:00,265.5051011135869
2012-10-08 12:00:00,238.48080440828818
2012-10-08 16:00:00,340.5556131579636
2012-10-08 20:00:00,221.90186306774066
2012-10-09 00:00:00,266.17561010015766
2012-10-09 04:00:00,270.4326236205049
2012-10-09 08:00:00,242.68189827075327
2012-10-09 12:00:00,281.256930904715
2012-10-09 16:00:00,282.5515090930341
2012-10-09 20:00:00,289.9857840298921
2012-10-10 00:00:00,297.2046211307123
2012-10-10 04:00:00,285.6666232662547
2012-10-10 08:00:00,290.3430486044817
2012-10-10 12:00:00,317.0980957960266
2012-10-10 16:00:00,231.90882599059373
2012-10-10 20:00:00,311.2797819671216
2012-10-11 00:00:00,251.37695368812277
2012-10-11 04:00:00,263.4432899035754
2012-10-11 08:00:00,287.420442655541
2012-10-11 12:00:00,298.5736128157842
2012-10-11 16:00:00,302.5842699941672
2012-10-11 20:00:00,252.47813602341012
2012-10-12 00:00:00,335.217533528393
2012-10-12 04:00:00,265.9276326149616
2012-10-12 08:00:00,254.50285327831935
2012-10-12 12:00:00,236.81486221532253
2012-10-12 16:00:00,236.02077492526823
