datetime,Montreal
2012-10-01 12:00:00,279.85901784335914
2012-10-01 16:00:00,273.8629826063325
2012-10-01 20:00:00,286.1655010816036
2012-10-02 00:00:00,276.63673721386823
2012-10-02 04:00:00,287.71833995370054
2012-10-02 08:00:00,261.1863222166736
2012-10-02 12:00:00,282.9054950261276
2012-10-02 16:00:00,270.3187350447726
2012-10-02 20:00:00,277.6031732702552
2012-10-03 00:00:00,289.0863830566057
2012-10-03 04:00:00,258.4416647699146
2012-10-03 08:00:00,270.6203167687374
2012-10-03 12:00:00,295.37214753922177
2012-10-03 16:00:00,266.8005006594455
2012-10-03 20:00:00,321.32998586701154
2012-10-04 00:00:00,307.28673426932374
2012-10-04 04:00:00,275.49105967234937
2012-10-04 08:00:00,269.9147436663181
2012-10-04 12:00:00,288.50172227937037
2012-10-04 16:00:00,265.7130342862597
2012-10-04 20:00:00,258.5767544813469
2012-10-05 00:00:00,283.0278906295932
2012-10-05 04:00:00,287.0139450223058
2012-10-05 08:00:00,287.1887954403812
2012-10-05 12:00:00,274.8854420487363
2012-10-05 16:00:00,307.87624319110836
2012-10-05 20:00:00,262.8646198665953
2012-10-06 00:00:00,268.0284556594708
2012-10-06 04:00:00,295.2317940605387
2012-10-06 08:00:00,266.86059200647924
2012-10-06 12:00:00,268.4417158135477
2012-10-06 16:00:00,293.9132217428744
2012-10-06 20:00:00,275.23001895441575
2012-10-07 00:00:00,288.8463440112479
2012-10-07 04:00:00,277.32007500713564
2012-10-07 08:00:00,270.6754232056628
2012-10-07 12:00:00,247.13691228541762
2012-10-07 16:00:00,286.3646498920202
2012-10-07 20:00:00,264.7118299899017
2012-10-08 00:00:00,279.67758551870094
2012-10-08 04:00:00,272.64419840994475
2012-10-08 08:00:00,275.42677856164096
2012-10-08 12:00:00,276.83600901623015
2012-10-08 16:00:00,285.95003383917884
2012-10-08 20:00:00,270.647810627209
2012-10-09 00:00:00,301.0804208283805
2012-10-09 04:00:00,248.22810322271135
2012-10-09 08:00:00,271.90546399609804
2012-10-09 12:00:00,291.8636757318353
2012-10-09 16:00:00,291.9516197210175
2012-10-09 20:00:00,268.200226473725
2012-10-10 00:00:00,266.8399742537634
2012-10-10 04:00:00,260.87506903864426
2012-10-10 08:00:00,287.63477468079003
2012-10-10 12:00:00,267.4566029240578
2012-10-10 16:00:00,291.4323375461637
2012-10-10 20:00:00,292.2622894587041
2012-10-11 00:00:00,326.06154695311034
2012-10-11 04:00:00,290.2045124610843
2012-10-11 08:00:00,269.78143508216147
2012-10-11 12:00:00,260.34555865062134
2012-10-11 16:00:00,280.2455203651826
2012-10-11 20:00:00,282.13826686508054
2012-10-12 00:00:00,243.5642244064297
2012-10-12 04:00:00,267.96816864591574
2012-10-12 08:00:00,283.5770196605439
2012-10-12 12:00:00,270.5000753072934
2012-10-12 16:00:00,298.1432497495318
2012-10-12 20:00:00,256.4709800885447
2012-10-13 00:00:00,293.0252025807025
2012-10-13 04:00:00,296.2891635098342
2012-10-13 08:00:00,294.86266361707584
2012-10-13 12:00:00,251.4053847329495
2012-10-13 16:00:00,284.4675582201403
2012-10-13 20:00:00,267.53092213242365
2012-10-14 00:00:00,252.09998340976944
2012-10-14 04:00:00,266.8292959482565
2012-10-14 08:00:00,257.20757426713675
2012-10-14 12:00:00,290.2640544835392
2012-10-14 16:00:00,290.2068518784017
2012-10-14 20:00:00,262.92095573401167
2012-10-15 00:00:00,268.55705841082226
2012-10-15 04:00:00,271.96227180268875
2012-10-15 08:00:00,276.37499025932107
2012-10-15 12:00:00,295.3179932775315
2012-10-15 16:00:00,290.9904662368363
2012-10-15 20:00:00,281.1656192416275
2012-10-16 00:00:00,276.97762704412077
2012-10-16 04:00:00,251.65309141982397
2012-10-16 08:00:00,304.12102678320394
2012-10-16 12:00:00,279.41033921077667
2012-10-16 16:00:00,315.6101369160476
2012-10-16 20:00:00,292.11408180572425
2012-10-17 00:00:00,319.4757770070533
2012-10-17 04:00:00,293.10857046319137
2012-10-17 08:00:00,255.8391393013088
2012-10-17 12:00:00,268.95838683281397
2012-10-17 16:00:00,278.34763524554825
2012-10-17 20:00:00,266.70497315483345
2012-10-18 00:00:00,271.6906711076871
2012-10-18 04:00:00,252.42398871016408
2012-10-18 08:00:00,274.99330961186905
2012-10-18 12:00:00,281.55824359548564
2012-10-18 16:00:00,267.24000159112603
2012-10-18 20:00:00,317.9468506126614
2012-10-19 00:00:00,284.64610460295347
2012-10-19 04:00:00,268.69770919308297
2012-10-19 08:00:00,254.0564390728061
2012-10-19 12:00:00,284.163814507267
2012-10-19 16:00:00,285.965311743071
2012-10-19 20:00:00,304.367945178694
2012-10-20 00:00:00,284.54409551680095
2012-10-20 04:00:00,264.90476857657177
2012-10-20 08:00:00,311.945651872982
2012-10-20 12:00:00,291.24255331113346
2012-10-20 16:00:00,281.2421493872651
2012-10-20 20:00:00,288.3645667344603
2012-10-21 00:00:00,293.73339265733273
2012-10-21 04:00:00,261.5353220494061
2012-10-21 08:00:00,287.9250617479507
2012-10-21 12:00:00,277.65615060538727
2012-10-21 16:00:00,293.75333764943105
2012-10-21 20:00:00,272.73715412545147
2012-10-22 00:00:00,272.8779279631251
2012-10-22 04:00:00,309.62674127724557
2012-10-22 08:00:00,303.39857732116303
2012-10-22 12:00:00,228.30393423763843
2012-10-22 16:00:00,304.16384614514226
2012-10-22 20:00:00,283.3753597982485
2012-10-23 00:00:00,271.7831546185305
2012-10-23 04:00:00,264.5361690435908
2012-10-23 08:00:00,264.10090390367077
2012-10-23 12:00:00,271.05616924042573
2012-10-23 16:00:00,267.96483314548846
2012-10-23 20:00:00,263.3581281754444
2012-10-24 00:00:00,264.60010513394604
2012-10-24 04:00:00,284.3768622025584
2012-10-24 08:00:00,277.6713187208222
2012-10-24 12:00:00,289.45847304220916
2012-10-24 16:00:00,283.47855862448347
2012-10-24 20:00:00,262.1031107277582
2012-10-25 00:00:00,286.744997460596
2012-10-25 04:00:00,260.4577909548964
2012-10-25 08:00:00,284.8158204808847
2012-10-25 12:00:00,257.990291981234
2012-10-25 16:00:00,270.9198916167381
2012-10-25 20:00:00,277.0105699836901
2012-10-26 00:00:00,292.248705223082
2012-10-26 04:00:00,283.6872819328749
2012-10-26 08:00:00,277.7099457715758
2012-10-26 12:00:00,309.442751779652
2012-10-26 16:00:00,251.88504651490044
2012-10-26 20:00:00,267.27613949882965
2012-10-27 00:00:00,264.92922147880887
2012-10-27 04:00:00,251.90333499184587
2012-10-27 08:00:00,267.78829562296266
2012-10-27 12:00:00,294.4425072675524
2012-10-27 16:00:00,281.10216526280925
2012-10-27 20:00:00,285.97097178114757
2012-10-28 00:00:00,257.86378415724835
2012-10-28 04:00:00,271.31373812522025
2012-10-28 08:00:00,276.5033094966854
2012-10-28 12:00:00,295.4377540908073
2012-10-28 16:00:00,258.47654595318863
2012-10-28 20:00:00,279.68784094649794
2012-10-29 00:00:00,303.7725520214154
2012-10-29 04:00:00,276.04155450306394
2012-10-29 08:00:00,246.89242452168514
2012-10-29 12:00:00,304.4613097760219
2012-10-29 16:00:00,297.88671760545685
2012-10-29 20:00:00,300.3965829153824
2012-10-30 00:00:00,255.3557825028695
2012-10-30 04:00:00,307.86285814085363
2012-10-30 08:00:00,269.39807830605906
2012-10-30 12:00:00,275.278842961728
2012-10-30 16:00:00,275.9986660032852
2012-10-30 20:00:00,303.6850819463585
2012-10-31 00:00:00,283.7240641501837
2012-10-31 04:00:00,295.12982278207545
2012-10-31 08:00:00,287.9760523075207
2012-10-31 12:00:00,286.0234093532005
2012-10-31 16:00:00,275.5774821989652
2012-10-31 20:00:00,323.5114352326111
2012-11-01 00:00:00,265.0812446474689
2012-11-01 04:00:00,294.30867988557463
2012-11-01 08:00:00,292.27255966583203
2012-11-01 12:00:00,305.8535599179978
2012-11-01 16:00:00,308.59020766195766
2012-11-01 20:00:00,280.86676557403894
2012-11-02 00:00:00,290.257079329399
2012-11-02 04:00:00,310.1598955324454
2012-11-02 08:00:00,279.1410380295931
2012-11-02 12:00:00,262.2913114370814
2012-11-02 16:00:00,274.68912719230804
2012-11-02 20:00:00,258.96466127504834
2012-11-03 00:00:00,285.8040118127565
2012-11-03 04:00:00,296.0080768920673
2012-11-03 08:00:00,275.8230172011967
2012-11-03 12:00:00,249.91260875926275
2012-11-03 16:00:00,294.5112503439684
2012-11-03 20:00:00,248.29877513838804
2012-11-04 00:00:00,252.87116065200763
2012-11-04 04:00:00,275.081012989278
2012-11-04 08:00:00,281.38019143061234
2012-11-04 12:00:00,284.21103326472
2012-11-04 16:00:00,276.8049150551288
2012-11-04 20:00:00,307.5690123913769
2012-11-05 00:00:00,279.02382086977656
2012-11-05 04:00:00,294.3817398550693
2012-11-05 08:00:00,289.1584839860505
2012-11-05 12:00:00,254.20680178536654
2012-11-05 16:00:00,273.38516244877184
