timeStamp,demand
2012-01-01 00:00:00,5292.062383695024
2012-01-01 01:00:00,4986.379521904807
2012-01-01 02:00:00,4557.708874805314
2012-01-01 03:00:00,4193.782070354561
2012-01-01 04:00:00,4452.412681334381
2012-01-01 05:00:00,4374.399556350504
2012-01-01 06:00:00,4551.720029895349
2012-01-01 07:00:00,4510.936972960681
2012-01-01 08:00:00,4746.830944224646
2012-01-01 09:00:00,4528.5845105490735
2012-01-01 10:00:00,5181.295380333508
2012-01-01 11:00:00,5031.966898677193
2012-01-01 12:00:00,5606.8202616357285
2012-01-01 13:00:00,4962.5766918635245
2012-01-01 14:00:00,5582.450696946732
2012-01-01 15:00:00,5215.245743753756
2012-01-01 16:00:00,5186.046637498415
2012-01-01 17:00:00,5541.395184759401
2012-01-01 18:00:00,5618.731840550267
2012-01-01 19:00:00,5732.073258835106
2012-01-01 20:00:00,5687.873703300487
2012-01-01 21:00:00,5317.638474540413
2012-01-01 22:00:00,5263.529143003838
2012-01-01 23:00:00,5515.698823665366
2012-01-02 00:00:00,5114.7171148320485
2012-01-02 01:00:00,4560.153728050405
2012-01-02 02:00:00,4293.729150290003
2012-01-02 03:00:00,4228.312997446262
2012-01-02 04:00:00,4338.950423218952
2012-01-02 05:00:00,4045.1494221975267
2012-01-02 06:00:00,4468.087091092004
2012-01-02 07:00:00,4325.521675664507
2012-01-02 08:00:00,5101.753358379367
2012-01-02 09:00:00,5435.283594946102
2012-01-02 10:00:00,5367.372388427632
2012-01-02 11:00:00,6013.0096834483065
2012-01-02 12:00:00,5369.021012015405
2012-01-02 13:00:00,5311.763282254416
2012-01-02 14:00:00,5761.170591797223
2012-01-02 15:00:00,6031.109056177282
2012-01-02 16:00:00,6392.866021114691
2012-01-02 17:00:00,6198.729970364147
2012-01-02 18:00:00,6594.511295720992
2012-01-02 19:00:00,6240.442897278529
2012-01-02 20:00:00,6045.56047153025
2012-01-02 21:00:00,6138.2977786626225
2012-01-02 22:00:00,5776.082635606388
2012-01-02 23:00:00,4817.980848721257
2012-01-03 00:00:00,5233.119149669323
2012-01-03 01:00:00,4976.681337171366
2012-01-03 02:00:00,4330.197737601931
2012-01-03 03:00:00,4528.786918263498
2012-01-03 04:00:00,4602.975145560626
2012-01-03 05:00:00,4802.148345803245
2012-01-03 06:00:00,5181.766156384745
2012-01-03 07:00:00,5751.027093206308
2012-01-03 08:00:00,6278.425224480534
2012-01-03 09:00:00,6833.540801847575
2012-01-03 10:00:00,6789.734961076231
2012-01-03 11:00:00,6643.5954082283915
2012-01-03 12:00:00,6963.929546810059
2012-01-03 13:00:00,6062.549088672192
2012-01-03 14:00:00,7087.669083938193
2012-01-03 15:00:00,6424.4991511066455
2012-01-03 16:00:00,6947.666345180976
2012-01-03 17:00:00,7039.103080396256
2012-01-03 18:00:00,6862.35943349652
2012-01-03 19:00:00,7347.425067891334
2012-01-03 20:00:00,6734.59597417598
2012-01-03 21:00:00,6673.795594352894
2012-01-03 22:00:00,6196.611474857066
2012-01-03 23:00:00,5874.670458210909
2012-01-04 00:00:00,5346.964785073288
2012-01-04 01:00:00,4768.121203450427
2012-01-04 02:00:00,5197.429603704712
2012-01-04 03:00:00,4762.894178767121
2012-01-04 04:00:00,4524.600282833211
2012-01-04 05:00:00,5044.726106949366
2012-01-04 06:00:00,6082.755762623926
2012-01-04 07:00:00,6481.725359184338
2012-01-04 08:00:00,6504.260091050491
2012-01-04 09:00:00,6811.8066544714975
2012-01-04 10:00:00,6909.105558017677
2012-01-04 11:00:00,7544.097059112874
2012-01-04 12:00:00,7116.173086251224
2012-01-04 13:00:00,7117.162017461551
2012-01-04 14:00:00,7223.648585507548
2012-01-04 15:00:00,7087.9033226093925
2012-01-04 16:00:00,7161.865066731194
2012-01-04 17:00:00,7367.349758774958
2012-01-04 18:00:00,7257.1579950813975
2012-01-04 19:00:00,7073.768797205957
2012-01-04 20:00:00,7060.3634995753955
2012-01-04 21:00:00,6581.261814799477
2012-01-04 22:00:00,6341.033046027114
2012-01-04 23:00:00,5633.64839614099
2012-01-05 00:00:00,5247.524230679238
2012-01-05 01:00:00,4445.604902067466
2012-01-05 02:00:00,5017.9749829199045
2012-01-05 03:00:00,4803.791690892322
2012-01-05 04:00:00,4992.571310784966
2012-01-05 05:00:00,4256.959844858847
2012-01-05 06:00:00,6066.642985417587
2012-01-05 07:00:00,6116.631408144203
2012-01-05 08:00:00,6760.986375497939
2012-01-05 09:00:00,6438.8133155592295
2012-01-05 10:00:00,6954.461894701432
2012-01-05 11:00:00,6519.290304768088
2012-01-05 12:00:00,6603.352227577829
2012-01-05 13:00:00,7244.168651674162
2012-01-05 14:00:00,6693.485751328279
2012-01-05 15:00:00,6810.192163000664
2012-01-05 16:00:00,7171.453846466452
2012-01-05 17:00:00,7313.593646302467
2012-01-05 18:00:00,7027.812465329479
2012-01-05 19:00:00,6901.072176551406
2012-01-05 20:00:00,7192.2666260852675
2012-01-05 21:00:00,6289.700808481004
2012-01-05 22:00:00,5995.653571550064
2012-01-05 23:00:00,5735.8100831200945
2012-01-06 00:00:00,5317.113186241341
2012-01-06 01:00:00,5066.364397417522
2012-01-06 02:00:00,4760.838589496058
2012-01-06 03:00:00,4239.1905585120185
2012-01-06 04:00:00,4966.671531530437
2012-01-06 05:00:00,4500.244162648104
2012-01-06 06:00:00,5443.980412381568
2012-01-06 07:00:00,5731.784979216631
2012-01-06 08:00:00,6221.948914350345
2012-01-06 09:00:00,6534.80034015583
2012-01-06 10:00:00,6608.624045205859
2012-01-06 11:00:00,6651.004382146853
2012-01-06 12:00:00,6935.374899967413
2012-01-06 13:00:00,6611.114480501517
2012-01-06 14:00:00,6400.136690407399
2012-01-06 15:00:00,6745.176068496266
2012-01-06 16:00:00,6952.782680098007
2012-01-06 17:00:00,6523.954255796853
2012-01-06 18:00:00,6779.466541514503
2012-01-06 19:00:00,6590.55999430585
2012-01-06 20:00:00,6093.604698496501
2012-01-06 21:00:00,6286.270401943963
2012-01-06 22:00:00,5590.279590578638
2012-01-06 23:00:00,5279.617996711017
2012-01-07 00:00:00,4830.047839952481
2012-01-07 01:00:00,4616.94734897351
2012-01-07 02:00:00,4161.23075150704
2012-01-07 03:00:00,3984.126387316982
2012-01-07 04:00:00,4718.708517957464
2012-01-07 05:00:00,4170.400744724343
2012-01-07 06:00:00,4312.9054675674
2012-01-07 07:00:00,4203.483702851532
2012-01-07 08:00:00,4860.60274757395
2012-01-07 09:00:00,4933.761461792993
2012-01-07 10:00:00,5875.246412526684
2012-01-07 11:00:00,5795.162910117255
2012-01-07 12:00:00,5375.639562081501
2012-01-07 13:00:00,6085.212048835362
2012-01-07 14:00:00,5724.4553213403
2012-01-07 15:00:00,5384.895685724596
2012-01-07 16:00:00,4947.211826804643
2012-01-07 17:00:00,6445.368720247304
2012-01-07 18:00:00,5542.216381177117
2012-01-07 19:00:00,5382.596269470214
2012-01-07 20:00:00,5916.194294694661
2012-01-07 21:00:00,6131.173486307215
2012-01-07 22:00:00,5666.240817795904
2012-01-07 23:00:00,5191.480755357569
2012-01-08 00:00:00,4901.096178812357
2012-01-08 01:00:00,4723.934594079822
2012-01-08 02:00:00,4525.593911049211
2012-01-08 03:00:00,4302.247017698675
2012-01-08 04:00:00,4219.802006834637
2012-01-08 05:00:00,4227.740434909714
2012-01-08 06:00:00,4175.063845166883
2012-01-08 07:00:00,4412.483812006721
2012-01-08 08:00:00,4281.146220395372
2012-01-08 09:00:00,4963.283147871929
2012-01-08 10:00:00,4948.015233737694
2012-01-08 11:00:00,5038.777504741026
2012-01-08 12:00:00,5432.780770530597
2012-01-08 13:00:00,5783.9992755746025
2012-01-08 14:00:00,5688.678929382852
2012-01-08 15:00:00,5106.073624001042
2012-01-08 16:00:00,5408.752475889832
2012-01-08 17:00:00,6212.568370325191
2012-01-08 18:00:00,5787.461765227333
2012-01-08 19:00:00,5932.383463259213
2012-01-08 20:00:00,6018.26972572344
2012-01-08 21:00:00,5473.54523938825
2012-01-08 22:00:00,5471.499571577993
2012-01-08 23:00:00,4750.1906229527385
2012-01-09 00:00:00,4625.628172413008
2012-01-09 01:00:00,4650.124907516565
2012-01-09 02:00:00,4039.4744159595352
2012-01-09 03:00:00,4499.705507053806
2012-01-09 04:00:00,4429.92426287423
2012-01-09 05:00:00,4842.987418552942
2012-01-09 06:00:00,5358.134355719276
2012-01-09 07:00:00,6245.939763780312
2012-01-09 08:00:00,6276.728820995035
2012-01-09 09:00:00,6367.899156231052
2012-01-09 10:00:00,6600.087191003357
2012-01-09 11:00:00,6726.6584098618405
2012-01-09 12:00:00,6593.179944758319
2012-01-09 13:00:00,6578.484940062529
2012-01-09 14:00:00,6361.432504969505
2012-01-09 15:00:00,6395.637148436063
2012-01-09 16:00:00,6371.714187682157
2012-01-09 17:00:00,7438.199882433846
2012-01-09 18:00:00,6504.735530559048
2012-01-09 19:00:00,6460.534798921018
2012-01-09 20:00:00,6236.973199742963
2012-01-09 21:00:00,6352.2519116446465
2012-01-09 22:00:00,5667.166977730518
2012-01-09 23:00:00,5581.847271777566
2012-01-10 00:00:00,4686.15397620583
2012-01-10 01:00:00,4682.490285404832
2012-01-10 02:00:00,4258.343522544216
2012-01-10 03:00:00,4957.628233241612
2012-01-10 04:00:00,4149.191656548071
2012-01-10 05:00:00,4794.500977424423
2012-01-10 06:00:00,5477.68353421795
2012-01-10 07:00:00,6006.246553296851
2012-01-10 08:00:00,6195.352646751972
2012-01-10 09:00:00,6404.006615269429
2012-01-10 10:00:00,6527.600753626969
2012-01-10 11:00:00,6499.753294307773
2012-01-10 12:00:00,6766.823353345049
2012-01-10 13:00:00,7076.092371219898
2012-01-10 14:00:00,6369.145240119255
2012-01-10 15:00:00,6245.425484881085
2012-01-10 16:00:00,6718.931491840796
2012-01-10 17:00:00,7588.935143784867
2012-01-10 18:00:00,6544.568554346983
2012-01-10 19:00:00,6975.312040456781
2012-01-10 20:00:00,6758.988282943521
2012-01-10 21:00:00,5936.034302355382
2012-01-10 22:00:00,5822.466372290838
2012-01-10 23:00:00,5638.095808900406
2012-01-11 00:00:00,4714.138318989643
2012-01-11 01:00:00,4514.417724429265
2012-01-11 02:00:00,4277.016307474604
2012-01-11 03:00:00,4109.0855057848485
2012-01-11 04:00:00,4237.1889772537725
2012-01-11 05:00:00,4355.383522700789
2012-01-11 06:00:00,5267.135915818549
2012-01-11 07:00:00,5653.0076474440575
2012-01-11 08:00:00,6250.435622338433
2012-01-11 09:00:00,5994.974162392541
2012-01-11 10:00:00,6538.336944341847
2012-01-11 11:00:00,6695.195817574355
2012-01-11 12:00:00,5976.636234307637
2012-01-11 13:00:00,6572.576770486208
2012-01-11 14:00:00,6789.461245041332
2012-01-11 15:00:00,6193.306601833199
2012-01-11 16:00:00,7109.488865126695
2012-01-11 17:00:00,7021.6691510891715
2012-01-11 18:00:00,6567.467268404083
2012-01-11 19:00:00,6533.469482053087
2012-01-11 20:00:00,6452.1663607323035
2012-01-11 21:00:00,6054.6579040666065
2012-01-11 22:00:00,5793.707569068942
2012-01-11 23:00:00,4967.323867837547
2012-01-12 00:00:00,4843.711883503513
2012-01-12 01:00:00,4197.49938221433
2012-01-12 02:00:00,4377.518041071096
2012-01-12 03:00:00,4115.371949214129
2012-01-12 04:00:00,4186.534732888205
2012-01-12 05:00:00,4942.8957265560875
2012-01-12 06:00:00,5502.111247673012
2012-01-12 07:00:00,6016.34067607246
2012-01-12 08:00:00,6013.434706882129
2012-01-12 09:00:00,6421.429850792779
