timeStamp,demand
2012-01-01 00:00:00,4062.3475037086537
2012-01-01 01:00:00,4720.4752015289705
2012-01-01 02:00:00,4560.860135864816
2012-01-01 03:00:00,4836.711801140897
2012-01-01 04:00:00,2890.186314034142
2012-01-01 05:00:00,4875.268117640094
2012-01-01 06:00:00,1583.9936704821243
2012-01-01 07:00:00,3711.610745919848
2012-01-01 08:00:00,3986.0334837475834
2012-01-01 09:00:00,5306.078005369857
2012-01-01 10:00:00,4870.436414467329
2012-01-01 11:00:00,3557.3590326964027
2012-01-01 12:00:00,4082.707496231448
2012-01-01 13:00:00,5338.562587190976
2012-01-01 14:00:00,5062.46509082404
2012-01-01 15:00:00,4578.15655618514
2012-01-01 16:00:00,4863.773992287732
2012-01-01 17:00:00,6369.567657998857
2012-01-01 18:00:00,5175.217541608914
2012-01-01 19:00:00,5535.319347925473
2012-01-01 20:00:00,7754.635073581965
2012-01-01 21:00:00,4020.0947990446225
2012-01-01 22:00:00,3392.853686422077
2012-01-01 23:00:00,5767.069693062693
2012-01-02 00:00:00,3989.1938995640226
2012-01-02 01:00:00,4127.065628910072
2012-01-02 02:00:00,3492.3964478432786
2012-01-02 03:00:00,3934.592037529606
2012-01-02 04:00:00,5803.621574930228
2012-01-02 05:00:00,5117.258797690788
2012-01-02 06:00:00,5407.165254415662
2012-01-02 07:00:00,3312.951045397598
2012-01-02 08:00:00,3833.903384800093
2012-01-02 09:00:00,2393.888098244156
2012-01-02 10:00:00,4669.490918440934
2012-01-02 11:00:00,6583.820593552971
2012-01-02 12:00:00,6203.526328006416
2012-01-02 13:00:00,5458.295864799063
2012-01-02 14:00:00,5681.698617833827
2012-01-02 15:00:00,5067.613124292488
2012-01-02 16:00:00,6173.723536991365
2012-01-02 17:00:00,7091.219168606351
2012-01-02 18:00:00,4683.495507928044
2012-01-02 19:00:00,6553.893531151784
2012-01-02 20:00:00,7034.324607308139
2012-01-02 21:00:00,5493.6950266119175
2012-01-02 22:00:00,6320.961472330888
2012-01-02 23:00:00,8070.057910972853
2012-01-03 00:00:00,4753.248370540975
2012-01-03 01:00:00,5025.617482100661
2012-01-03 02:00:00,3740.677669020481
2012-01-03 03:00:00,4612.198415940596
2012-01-03 04:00:00,4944.286212821107
2012-01-03 05:00:00,4933.573101700138
2012-01-03 06:00:00,4287.736753290665
2012-01-03 07:00:00,6130.3480681225265
2012-01-03 08:00:00,7766.83850942043
2012-01-03 09:00:00,6991.093244956237
2012-01-03 10:00:00,7626.975940847536
2012-01-03 11:00:00,6497.287894183763
2012-01-03 12:00:00,7528.425393040159
2012-01-03 13:00:00,7067.338512785518
2012-01-03 14:00:00,5832.850072900307
2012-01-03 15:00:00,7188.121675653618
2012-01-03 16:00:00,6034.413447437944
2012-01-03 17:00:00,6681.374575151056
2012-01-03 18:00:00,7382.284618244816
