datetime,Montreal
2012-10-01 12:00:00,285.83747983066667
2012-10-01 16:00:00,285.88063850175
2012-10-01 20:00:00,285.93319684274996
2012-10-02 00:00:00,285.985755184
2012-10-02 04:00:00,286.038313525
2012-10-02 08:00:00,286.09087186625
2012-10-02 12:00:00,286.490145311
2012-10-02 16:00:00,288.6775
2012-10-02 20:00:00,288.345
2012-10-03 00:00:00,286.685
2012-10-03 04:00:00,285.3025
2012-10-03 08:00:00,284.39250000000004
2012-10-03 12:00:00,285.84416666674997
2012-10-03 16:00:00,290.46583333325
2012-10-03 20:00:00,291.5575
2012-10-04 00:00:00,287.1175
2012-10-04 04:00:00,283.77250000000004
2012-10-04 08:00:00,283.09749999999997
2012-10-04 12:00:00,400.0491653887897
2012-10-04 16:00:00,289.9525
2012-10-04 20:00:00,292.10499999999996
2012-10-05 00:00:00,290.72
2012-10-05 04:00:00,289.25874999999996
2012-10-05 08:00:00,285.60749999999996
2012-10-05 12:00:00,285.18
2012-10-05 16:00:00,286.54249999999996
2012-10-05 20:00:00,287.90250000000003
2012-10-06 00:00:00,287.09000000000003
2012-10-06 04:00:00,287.0825
2012-10-06 08:00:00,286.31375
2012-10-06 12:00:00,288.5425
2012-10-06 16:00:00,291.84749999999997
2012-10-06 20:00:00,292.8725
2012-10-07 00:00:00,291.075
2012-10-07 04:00:00,289.03999999999996
2012-10-07 08:00:00,285.105
2012-10-07 12:00:00,282.34250000000003
2012-10-07 16:00:00,284.02750000000003
2012-10-07 20:00:00,285.5975
2012-10-08 00:00:00,282.495
2012-10-08 04:00:00,281.22
2012-10-08 08:00:00,278.885
2012-10-08 12:00:00,400.0491653887897
2012-10-08 16:00:00,400.0491653887897
2012-10-08 20:00:00,282.835
2012-10-09 00:00:00,280.27000000000004
2012-10-09 04:00:00,279.165
2012-10-09 08:00:00,275.70000000000005
2012-10-09 12:00:00,277.86
2012-10-09 16:00:00,283.9675
2012-10-09 20:00:00,284.525
2012-10-10 00:00:00,280.375
2012-10-10 04:00:00,277.735
2012-10-10 08:00:00,277.6
2012-10-10 12:00:00,279.8475
2012-10-10 16:00:00,287.16
2012-10-10 20:00:00,287.83624999999995
2012-10-11 00:00:00,286.4
2012-10-11 04:00:00,284.95875
2012-10-11 08:00:00,283.365
2012-10-11 12:00:00,284.7975
2012-10-11 16:00:00,284.865
2012-10-11 20:00:00,284.1325
2012-10-12 00:00:00,280.58500000000004
2012-10-12 04:00:00,279.9225
2012-10-12 08:00:00,278.5975
